account,entry_collect,entry_fees,entry_pl,entry_price,entry_shares,entry_side,entry_time,exit_collect,exit_fees,exit_price,exit_shares,exit_side,exit_time,matched_shares,mtm_pl,symbol
account_0,,0.51,21.0,35.24,300,1,2023-05-02 11:07:28.482,,0.51,35.31,-300,-1,2023-05-02 11:08:32.797,300,21.0,AA
account_0,,0.51,21.0,35.24,300,1,2023-05-02 11:07:28.482,,0.51,35.31,-300,-1,2023-05-02 11:08:32.797,300,21.0,AA
account_0,,0.51,24.0,35.24,300,1,2023-05-02 11:07:28.482,,0.51,35.32,-300,-1,2023-05-02 11:08:40.675,300,24.0,AA
account_0,,0.51,24.0,35.24,300,1,2023-05-02 11:07:28.482,,0.51,35.32,-300,-1,2023-05-02 11:08:58.776,300,24.0,AA
account_0,,0.51,-9.0,35.25,300,1,2023-05-02 11:21:43.501,,0.51,35.22,-300,-1,2023-05-02 11:22:32.310,300,-9.0,AA
account_0,,0.51,-6.0,35.25,300,1,2023-05-02 11:21:43.501,,0.51,35.23,-300,-1,2023-05-02 11:22:53.314,300,-6.0,AA
account_0,,0.51,-6.0,35.25,300,1,2023-05-02 11:21:43.501,,0.51,35.23,-300,-1,2023-05-02 11:22:53.314,300,-6.0,AA
account_0,,0.51,-6.0,35.25,300,1,2023-05-02 11:21:43.501,,0.51,35.23,-300,-1,2023-05-02 11:23:12.339,300,-6.0,AA
account_0,,0.51,-6.0,35.25,300,1,2023-05-02 11:21:43.501,,0.51,35.23,-300,-1,2023-05-02 11:23:12.339,300,-6.0,AA
account_0,,0.51,-6.0,35.25,300,1,2023-05-02 11:21:43.501,,0.51,35.23,-300,-1,2023-05-02 11:23:12.339,300,-6.0,AA
account_0,,0.51,-6.0,35.25,300,1,2023-05-02 11:21:43.501,,0.51,35.23,-300,-1,2023-05-02 11:23:12.339,300,-6.0,AA
account_0,,0.51,-6.0,35.25,300,1,2023-05-02 11:21:43.501,,0.51,35.23,-300,-1,2023-05-02 11:23:12.339,300,-6.0,AA
account_0,,0.51,-6.0,35.25,300,1,2023-05-02 11:21:43.501,,0.51,35.23,-300,-1,2023-05-02 11:23:20.444,300,-6.0,AA
account_0,,0.51,-6.0,35.25,300,1,2023-05-02 11:21:43.501,,0.51,35.23,-300,-1,2023-05-02 11:23:20.444,300,-6.0,AA
account_0,,0.51,12.0,35.25,300,1,2023-05-02 11:21:43.501,,0.51,35.29,-300,-1,2023-05-02 11:23:38.976,300,12.0,AA
account_0,,0.51,18.0,35.24,300,1,2023-05-02 11:21:52.890,,0.51,35.3,-300,-1,2023-05-02 11:24:33.986,300,18.0,AA
account_0,,0.51,6.0,35.31,300,1,2023-05-02 11:32:50.006,,0.51,35.33,-300,-1,2023-05-02 11:33:12.357,300,6.0,AA
account_0,,0.51,18.0,35.25,300,1,2023-05-02 11:33:30.206,,0.51,35.31,-300,-1,2023-05-02 11:34:00.487,300,18.0,AA
account_0,,0.51,24.0,35.25,300,1,2023-05-02 11:33:30.206,,0.51,35.33,-300,-1,2023-05-02 11:34:18.941,300,24.0,AA
account_0,,0.51,0.0,35.39,300,1,2023-05-02 12:01:44.344,,0.51,35.39,-300,-1,2023-05-02 12:02:54.158,300,0.0,AA
account_0,,0.51,9.0,35.37,300,1,2023-05-02 12:01:44.714,,0.51,35.4,-300,-1,2023-05-02 12:02:55.849,300,9.0,AA
account_0,,0.51,-24.0,35.46,300,1,2023-05-02 12:15:10.006,,0.51,35.38,-300,-1,2023-05-02 12:16:42.017,300,-24.0,AA
account_0,,0.51,15.0,35.43,300,1,2023-05-02 12:49:32.090,,0.51,35.48,-300,-1,2023-05-02 12:50:25.865,300,15.0,AA
