"Symbol","Bid","Bid Sz","Ask","Ask Sz","Shares","Price","Order ID","Timestamp"
"AA","62.310","1","62.390","11","6","61.84","1a1b8ef1-372b-48e0-9d4f-8ea062aa5ac1","2022-01-26 10:16:10.464"
"AA","62.470","1","62.510","3","6","61.82","9782a765-af20-4eae-b78a-9e01937534b1","2022-01-26 10:16:11.363"
"AA","62.370","1","62.390","1","6","61.82","99307b6f-376e-4e35-8d40-9e60af612297","2022-01-26 10:16:11.363"
"AA","62.380","1","62.440","5","6","61.82","86944d45-3a2a-4692-bc0c-98d9b16ffeec","2022-01-26 10:16:11.363"
"AA","61.880","8","61.910","2","-6","61.91","30d931f3-a3bd-4ebc-90ca-1577684bcc40","2022-01-26 10:16:33.331"
"AA","61.880","8","61.910","2","-6","61.91","682ae3ea-6fc4-41a8-bcd4-5cf305f8a5f4","2022-01-26 10:16:33.331"
"AA","61.910","1","61.950","3","-6","61.95","ae5c017f-7f81-489a-b208-e87a4098517c","2022-01-26 10:16:45.844"
"AA","61.960","1","62.000","1","-6","62.00","6a8c679c-e86c-4dcb-a30b-63d8a0d43062","2022-01-26 10:16:51.036"
"AA","62.380","7","62.400","1","6","62.29","2462f509-f282-4d33-a984-1c4b4ab551d1","2022-01-26 10:24:16.444"
"AA","62.350","3","62.410","1","-6","62.42","80a1d60b-2490-4784-ba29-b3e500269bf3","2022-01-26 10:24:43.010"
"AA","62.380","1","62.440","1","6","62.28","4bd20d46-82ee-437d-bac3-ec90ad6931d2","2022-01-26 10:24:56.875"
"AA","62.520","1","62.570","3","6","62.15","65e1d9ee-d2e7-4f3c-9c80-9684b6bbc661","2022-01-26 10:25:28.135"
"AA","62.510","9","62.560","5","6","62.15","fd8f85d6-d4a4-435c-913c-022e33954caa","2022-01-26 10:25:28.135"
"AA","62.440","9","62.510","3","6","62.15","a8c31a23-118f-4267-8792-6735283557f3","2022-01-26 10:25:28.135"
"AA","62.490","3","62.540","1","6","62.15","380e6a55-8290-46d7-a832-765fb1fe81b0","2022-01-26 10:25:28.135"
"AA","62.440","1","62.480","2","6","62.15","8701b050-2f9d-441d-95ec-998cd40d2683","2022-01-26 10:25:28.135"
"AA","62.420","9","62.470","2","6","62.02","c9388920-4667-493f-abc1-4b93f8949cd3","2022-01-26 10:25:40.347"
"AA","62.540","1","62.580","1","6","62.02","e52b9133-1328-4b95-8f2b-fa6f758929ed","2022-01-26 10:25:40.347"
"AA","62.080","1","62.140","1","-6","62.15","2edc5bd8-7b0e-46a5-ba82-d609f8854567","2022-01-26 10:25:52.257"
"AA","62.080","1","62.140","1","-6","62.15","47fb49f4-c81b-4138-9b8f-fdfcd40afc8b","2022-01-26 10:25:52.257"
"AA","62.080","1","62.140","1","-6","62.15","0d6462dc-158b-477f-bc9e-fc6a1b0b9f5d","2022-01-26 10:25:52.257"
"AA","62.080","2","62.140","2","-6","62.14","338ad74f-8730-41ca-b158-f5040ff5a1ab","2022-01-26 10:26:04.055"
"AA","62.080","2","62.140","2","-6","62.14","028fac98-ede2-4b01-92db-5873c1d68f45","2022-01-26 10:26:04.055"
"AA","62.080","2","62.140","2","-6","62.14","8041b0d5-93d8-40b3-bc46-3a965c0150b9","2022-01-26 10:26:04.055"
"AA","62.110","3","62.160","1","-6","62.16","959c6aa9-53e0-49e5-b0a0-2e47467c1d47","2022-01-26 10:26:10.420"
"AA","62.230","1","62.270","3","-6","62.28","7f1dcfcd-a49c-4098-a779-8bf242b848e6","2022-01-26 10:26:20.074"
"AA","62.530","1","62.570","1","6","61.92","e5043122-e767-445a-b210-669c8aa8c01b","2022-01-26 10:27:11.444"
"AA","62.460","1","62.510","1","6","61.92","fc150016-7dec-4e91-aa01-7c4ad17254d4","2022-01-26 10:27:11.444"
"AA","62.480","1","62.530","1","6","61.92","5c65d2ba-d39b-4c8a-aeda-02fa3dd36793","2022-01-26 10:27:11.444"
"AA","62.490","3","62.520","1","6","61.92","42a8f1f8-c46a-4c2b-b704-14ecd2c1ab5b","2022-01-26 10:27:11.444"
"AA","62.490","1","62.550","5","6","61.92","02a1eea6-c9dc-4bc8-bbb5-52145cfbf312","2022-01-26 10:27:11.444"
"AA","61.960","6","62.010","4","-6","62.01","b0f2bceb-8dfa-42e4-8b05-daac3a16979a","2022-01-26 10:27:31.613"
"AA","61.960","6","62.010","4","-6","62.01","430ddcc7-7348-41b5-a080-acae00150993","2022-01-26 10:27:31.613"
"AA","61.960","6","62.010","4","-6","62.01","1932764d-7857-4565-a6dd-b92eda9212d8","2022-01-26 10:27:31.613"
"AA","62.180","8","62.220","1","6","61.77","7877f1f4-6e2d-4eaa-8f59-4ba67b00f8bf","2022-01-26 10:28:01.238"
"AA","62.540","2","62.580","2","6","61.66","021ebe04-381f-46e7-ab7c-e0cf0b6a8792","2022-01-26 10:28:52.628"
"AA","62.600","1","62.610","1","6","61.66","0dd98d39-3128-43f6-b154-03bc2bbc6352","2022-01-26 10:28:52.628"
"AA","62.510","1","62.560","5","6","61.66","b941fef6-e762-4411-91be-8437da002dfb","2022-01-26 10:28:52.628"
"AA","62.110","3","62.170","11","6","61.60","4ec4b60c-0cf5-4894-a6f6-661690397263","2022-01-26 10:29:00.571"
"AA","62.110","1","62.150","1","6","61.60","36a0b2fa-8362-4002-bc40-eb1504a83afd","2022-01-26 10:29:00.571"
"AA","61.620","1","61.660","2","-6","61.66","c6aec2f2-0fd5-4bd4-8f77-a1a840adc6ea","2022-01-26 10:29:06.132"
"AA","61.660","8","61.710","2","-6","61.71","4c8f9ce2-09a9-4e67-a3f2-f897b286256b","2022-01-26 10:29:21.209"
"AA","61.660","8","61.710","2","-6","61.71","364eaaeb-3108-4762-b4c9-9f6c30d6e97e","2022-01-26 10:29:21.209"
"AA","61.700","1","61.740","1","-6","61.74","f737cce6-5d63-4959-81a9-b0b28ae9aee1","2022-01-26 10:29:33.239"
"AA","61.700","1","61.740","1","-6","61.74","87a1c76a-c6f4-4903-ab06-8a2a4da87c2e","2022-01-26 10:29:33.239"
"AA","61.700","1","61.740","1","-6","61.74","91192301-9f4f-4087-b21a-792b1d54fffe","2022-01-26 10:29:33.239"
"AA","61.630","2","61.670","4","-6","61.67","60f1b2c2-f36d-4294-b06c-40311e03e6c1","2022-01-26 10:29:56.787"
"AA","61.500","1","61.550","3","-6","61.55","27a01daf-57a6-4ad2-8874-385affc3cc71","2022-01-26 10:30:11.219"
"AA","62.010","1","62.060","1","6","62.06","b0210300-00ae-4403-855d-f8503ab3c18a","2022-01-26 10:41:00.006"
"AA","62.010","1","62.070","4","-6","62.07","68d372c9-d009-493a-9134-44ef749c65dc","2022-01-26 10:41:27.232"
"AA","62.060","9","62.120","2","6","62.10","95131b31-676e-43eb-8822-b070cdd986c3","2022-01-26 10:42:12.997"
"AA","62.070","63","62.120","22","-6","62.12","8e2fe6ed-6d57-49b0-b41d-5c715b8589f4","2022-01-26 10:42:39.758"
"AA","62.110","55","62.150","4","6","62.11","6a724453-ced7-4aa4-a15a-3e82a83b3461","2022-01-26 10:43:39.148"
"AA","62.020","1","62.040","1","-6","62.04","01d87d64-d1c8-457e-88f8-6f99f10d5e8d","2022-01-26 10:45:33.568"
"AA","62.140","1","62.180","17","6","61.85","3e5c87ae-b05c-468a-8676-aabb95026cf0","2022-01-26 10:47:01.458"
"AA","61.670","10","61.720","2","-6","61.72","2db366b1-879d-44c6-bd95-b4747ebd20a3","2022-01-26 10:47:50.314"
"AA","62.020","2","62.060","8","6","61.61","15ef40a5-4083-4b75-9328-3302c733377e","2022-01-26 10:50:58.591"
"AA","61.410","1","61.460","2","-6","61.46","461d9817-eb02-4dfb-add7-35a99789492d","2022-01-26 10:54:33.366"
"AA","61.870","2","61.900","1","6","61.82","5b19e5fd-e665-46c6-bd9e-57bdb432baaf","2022-01-26 10:58:18.415"
"AA","61.700","3","61.780","1","-6","61.78","a81fd3fd-cac8-46c8-8fe1-4accbe3dc4ea","2022-01-26 10:59:10.241"
"AA","62.330","1","62.380","3","6","62.21","d8d0af5c-00e3-466a-af73-04a698e14704","2022-01-26 11:32:45.281"
"AA","62.340","1","62.390","1","6","62.21","8aa73000-ff7f-46d8-95ef-f5469892e500","2022-01-26 11:32:45.281"
"AA","62.330","1","62.380","2","6","62.21","2e6026f8-f598-4c52-a0e8-1b0534c20ffe","2022-01-26 11:32:45.281"
"AA","62.190","2","62.250","1","-6","62.27","da4dcc3b-d936-4fe6-ae9b-4c8f3258f8e5","2022-01-26 11:33:54.971"
"AA","62.240","1","62.280","2","-6","62.28","fbe1745c-87ae-4b09-9928-06c30952ceed","2022-01-26 11:33:55.709"
"AA","62.240","1","62.280","2","-6","62.28","1d8bbeb8-ea8f-4890-8d8f-e1b691052029","2022-01-26 11:33:55.709"
"AA","63.210","5","63.230","1","6","63.05","deaaa4a6-8179-47c4-9b7c-2051d625e095","2022-01-26 12:57:26.688"
