"Symbol","Bid","Bid Sz","Ask","Ask Sz","Shares","Price","Order ID","Timestamp"
"AA","55.930","2","55.980","1","217","55.06","037b62cf-95f7-4ff0-8f61-0bd49adf0560","2022-01-24 10:05:11.177"
"AA","55.260","1","55.330","4","217","55.06","2a38f3b5-c254-498c-9997-98076f5b42bf","2022-01-24 10:05:11.177"
"AA","55.260","1","55.310","1","217","55.06","94c97e4f-acaf-414a-9c99-be94d8dc92af","2022-01-24 10:05:11.177"
"AA","55.250","5","55.300","1","217","55.06","1206f41a-5cc9-43db-9ff2-de8da8fcdfcf","2022-01-24 10:05:11.177"
"AA","56.100","5","56.170","7","218","55.00","4dd538f0-9149-4fcf-8ae0-9f574bce096d","2022-01-24 10:05:11.487"
"AA","54.930","2","54.970","1","-217","54.97","0e8944dd-f272-40c1-a533-867a82a91ae0","2022-01-24 10:05:43.224"
"AA","54.930","1","54.990","8","-217","54.99","c655c593-ce44-4c55-beae-c6850d2f3e4f","2022-01-24 10:05:43.225"
"AA","54.930","1","54.990","8","-218","54.99","193b2f4e-3518-443c-817d-7324fe3f9013","2022-01-24 10:05:43.225"
"AA","54.930","1","54.990","8","-217","54.99","60fabd61-c406-4a72-8597-7978f7abbf12","2022-01-24 10:05:43.225"
"AA","55.160","1","55.190","8","-217","55.19","0cd62ed7-cbf7-415f-847b-d84ce2d48f21","2022-01-24 10:05:50.081"
"AA","56.100","2","56.130","1","219","54.79","b187f361-5770-41b8-a77b-3170ee6459d8","2022-01-24 10:08:26.561"
"AA","56.180","4","56.210","4","219","54.79","262ded7d-f35c-4d0d-bcf0-72e9c49ef26d","2022-01-24 10:08:26.561"
"AA","56.260","1","56.280","1","219","54.79","3322824a-9570-4be6-972d-56827a069d5a","2022-01-24 10:08:26.561"
"AA","56.080","1","56.130","1","219","54.77","04144e41-fa88-47c9-83bc-63b7edf494a3","2022-01-24 10:08:29.382"
"AA","56.090","1","56.130","1","219","54.77","b73a9a48-5c43-4589-a7d5-b783be8b4beb","2022-01-24 10:08:29.382"
"AA","55.920","10","55.970","1","219","54.77","5408355c-48c0-44f3-8b14-6add521bb759","2022-01-24 10:08:29.382"
"AA","55.910","5","55.950","1","219","54.77","097ac995-1dc9-4b2e-8970-8a8a1c93c7ef","2022-01-24 10:08:29.382"
"AA","55.600","1","55.630","1","220","54.50","264f007a-711d-4a3c-8415-1524411de8cb","2022-01-24 10:09:33.664"
"AA","55.480","1","55.510","1","220","54.50","96443f50-de2c-415c-afa5-2dc8a2b7adf7","2022-01-24 10:09:33.664"
"AA","55.450","1","55.500","4","220","54.50","dc96c751-c896-4f5b-bea1-990714d6b761","2022-01-24 10:09:33.664"
"AA","54.450","6","54.500","1","-219","54.51","19bc8535-58d2-40bb-bed7-e742259e6e4d","2022-01-24 10:09:41.583"
"AA","54.450","6","54.500","1","-219","54.51","fd8034fc-5443-473e-9bfc-bc9378d2ed8a","2022-01-24 10:09:41.583"
"AA","54.410","1","54.460","4","-219","54.46","f927b120-9ff1-4403-974a-b9f2942d0b59","2022-01-24 10:10:10.283"
"AA","54.410","1","54.460","4","-219","54.46","8c6f3b6c-68b7-4724-b4e9-a6f1fcebe023","2022-01-24 10:10:10.283"
"AA","54.410","1","54.460","4","-219","54.46","2269ac74-c2e2-4932-87b5-15818bf6b592","2022-01-24 10:10:10.283"
"AA","55.500","1","55.550","3","220","54.36","b7568c43-0188-4640-a66f-a4941f0a12c5","2022-01-24 10:10:37.707"
"AA","55.380","3","55.430","1","220","54.36","dd312032-75ec-4c6b-b451-36c3fcf4e0ca","2022-01-24 10:10:37.707"
"AA","55.490","1","55.540","1","220","54.36","9c54d9c6-c042-45d0-bdd2-addbd55d4ffe","2022-01-24 10:10:37.707"
"AA","54.330","1","54.370","1","-220","54.37","32dd98d7-7e52-4644-a19c-4a3fffb143fa","2022-01-24 10:10:50.024"
"AA","54.330","1","54.370","1","-220","54.37","0a6f2643-7021-41fc-b97f-56681aeb8e05","2022-01-24 10:10:50.024"
"AA","54.330","1","54.370","1","-220","54.37","b7806804-c3de-48a2-817e-c1c7fb643196","2022-01-24 10:10:50.024"
"AA","54.330","1","54.370","1","-220","54.37","4f73833e-63c6-4c2a-a453-92bf6d6d3da5","2022-01-24 10:10:50.024"
"AA","54.280","2","54.340","2","-220","54.34","79288f18-0129-431e-adf1-311d9dd51173","2022-01-24 10:11:00.976"
"AA","54.280","2","54.340","2","-219","54.34","abdbb71d-983c-46fa-9842-f37193413e95","2022-01-24 10:11:00.976"
"AA","54.320","1","54.370","1","-219","54.37","eb0365f3-11fe-4631-bc97-222d8f514b39","2022-01-24 10:11:31.414"
"AA","54.380","3","54.440","2","-220","54.44","750a5c93-d47f-42ee-8ca2-a7275588f8c0","2022-01-24 10:11:46.275"
"AA","54.580","2","54.640","1","216","54.64","bc37b3b1-28ca-4ba1-a511-72269b311974","2022-01-24 10:15:20.006"
"AA","54.440","5","54.500","1","-216","54.50","33d9a39e-d6bf-47d5-b778-1b3e3c9ee033","2022-01-24 10:20:12.325"
