"Symbol","Bid","Bid Sz","Ask","Ask Sz","Shares","Price","Order ID","Timestamp"
"AA","62.310","1","62.390","11","18","61.84","3d340b6a-a04d-4c0e-91bf-750ff541f4aa","2022-01-26 10:16:10.464"
"AA","62.470","1","62.510","3","18","61.82","915fe0a3-a1b0-4cc6-97ed-274159fa44bd","2022-01-26 10:16:11.363"
"AA","62.330","2","62.400","1","18","61.82","bc9cf952-5bf7-4e99-9634-f6b0472159de","2022-01-26 10:16:11.363"
"AA","62.370","1","62.390","1","18","61.82","c39b35ba-f9b5-4405-ad05-a77e6630eee4","2022-01-26 10:16:11.363"
"AA","62.380","1","62.440","5","18","61.82","a92e3cf3-3b4d-492f-a77f-1687c0ad2b77","2022-01-26 10:16:11.363"
"AA","61.880","8","61.910","2","-18","61.91","0c6b701c-5e40-4d16-81e0-e779a4fd9680","2022-01-26 10:16:33.331"
"AA","61.880","8","61.910","2","-18","61.91","20f86691-3178-4617-ad0a-d26e8c0114fe","2022-01-26 10:16:33.331"
"AA","61.880","8","61.910","2","-18","61.91","08498d4e-cacb-44cd-a83f-7710c379c9db","2022-01-26 10:16:33.331"
"AA","61.910","1","61.950","3","-18","61.95","79a11c42-fc21-4d73-89c9-1f713ef3a55d","2022-01-26 10:16:45.844"
"AA","61.960","1","62.000","1","-18","62.00","a4615cc7-c3ae-4983-83ae-c2a5ced175d7","2022-01-26 10:16:51.036"
"AA","62.380","7","62.400","1","18","62.29","444bec3e-1769-4e5f-8862-1a3df68f36f6","2022-01-26 10:24:16.444"
"AA","62.350","3","62.410","1","-18","62.42","78fb5e8d-1252-47de-b382-a2cd9d75e348","2022-01-26 10:24:43.010"
"AA","62.510","9","62.560","5","18","62.15","d2e41b9b-2b2c-4d78-85dd-fadb9dda8e2f","2022-01-26 10:25:28.135"
"AA","62.440","9","62.510","3","18","62.15","0fa1861b-adb2-4335-aba4-ff3c80c3545f","2022-01-26 10:25:28.135"
"AA","62.440","1","62.480","2","18","62.15","959590f3-e618-4e22-a159-a91098ddf33e","2022-01-26 10:25:28.135"
"AA","62.540","1","62.580","1","18","62.02","cc21d7a8-8d61-4872-bfae-610cea2eb2de","2022-01-26 10:25:40.347"
"AA","62.020","2","62.080","3","-18","62.09","bf88561e-7675-493c-805d-b42f64f9eca6","2022-01-26 10:25:43.483"
"AA","62.020","2","62.080","3","-18","62.09","5ddee484-dba5-4a9c-b491-7ab01f0fa93b","2022-01-26 10:25:43.483"
"AA","62.080","1","62.140","1","-18","62.15","e4c44ea3-467b-4686-9599-e0bd70338976","2022-01-26 10:25:52.257"
"AA","62.110","3","62.160","1","-18","62.16","d5427aaf-216c-4360-a193-a35ec7f0cd9a","2022-01-26 10:26:10.420"
"AA","62.600","3","62.630","2","18","61.92","79bd0196-c681-4670-8156-ece91de510f2","2022-01-26 10:27:11.444"
"AA","62.530","1","62.570","1","18","61.92","c0c0eb1b-1a4e-4013-97f7-9d23c2e71e1e","2022-01-26 10:27:11.444"
"AA","62.460","1","62.510","1","18","61.92","729d5fd3-2282-4c7a-995d-42078d1a8013","2022-01-26 10:27:11.444"
"AA","62.480","1","62.530","1","18","61.92","13324011-1775-4995-bf58-39de7ca053ce","2022-01-26 10:27:11.444"
"AA","62.490","3","62.520","1","18","61.92","dc4a90ef-653c-4f25-93f9-bac2927113d6","2022-01-26 10:27:11.444"
"AA","62.490","1","62.550","5","18","61.92","efb6fb4c-0627-4a88-abb3-927f32856e82","2022-01-26 10:27:11.444"
"AA","61.960","6","62.010","4","-18","62.01","c0402bd0-2d3e-4aa6-a3b2-ed38fbe6e92d","2022-01-26 10:27:31.613"
"AA","61.960","6","62.010","4","-18","62.01","30e5f702-c22e-46a4-829a-963510441525","2022-01-26 10:27:31.613"
"AA","61.960","6","62.010","4","-18","62.01","0b3da696-e0fc-4d5b-b6ad-bedbd81a2916","2022-01-26 10:27:31.613"
"AA","62.200","4","62.220","1","18","61.77","020b1452-f905-4549-8a44-e10915eeedde","2022-01-26 10:28:01.238"
"AA","62.170","8","62.220","1","18","61.77","c0edea22-ea93-4f99-8acb-c1d507f074fc","2022-01-26 10:28:01.238"
"AA","62.180","8","62.220","1","18","61.77","75b2c7c5-d874-4fc8-9fb8-ee5f7f9c2521","2022-01-26 10:28:01.238"
"AA","62.510","1","62.560","5","18","61.66","19dbfc25-98a1-4776-aa16-2e74798fb434","2022-01-26 10:28:52.628"
